ZIP,City,County,Type
44436,Lowellville,Mahoning,Standard
44437,Mc Donald,Trumbull,Standard
44438,Masury,Trumbull,Standard
44439,Mesopotamia,Trumbull,P.O. Box
44440,Mineral Ridge,Trumbull,Standard
44441,Negley,Columbiana,Standard
44442,New Middletown,Mahoning,Standard
44443,New Springfield,Mahoning,Standard
44444,Newton Falls,Trumbull,Standard
44445,New Waterford,Columbiana,Standard
44446,Niles,Trumbull,Standard
44449,North Benton,Portage,Standard
44450,North Bloomfield,Trumbull,Standard
44451,North Jackson,Mahoning,Standard
44452,North Lima,Mahoning,Standard
44453,Orangeville,Trumbull,P.O. Box
44454,Petersburg,Mahoning,Standard
44455,Rogers,Columbiana,Standard
44460,Salem,Columbiana,Standard
44470,Southington,Trumbull,Standard
44471,Struthers,Mahoning,Standard
44473,Vienna,Trumbull,Standard
44481,Warren,Trumbull,Standard
44482,Warren,Trumbull,P.O. Box
44483,Warren,Trumbull,Standard
44484,Warren,Trumbull,Standard
44485,Warren,Trumbull,Standard
44486,Warren,Trumbull,Unique
44490,Washingtonville,Columbiana,Standard
44491,West Farmington,Trumbull,Standard
44492,West Point,Columbiana,P.O. Box
44493,Winona,Columbiana,P.O. Box
44501,Youngstown,Mahoning,P.O. Box
44502,Youngstown,Mahoning,Standard
44503,Youngstown,Mahoning,Standard
44504,Youngstown,Mahoning,Standard
44505,Youngstown,Mahoning,Standard
44506,Youngstown,Mahoning,Standard
44507,Youngstown,Mahoning,Standard
44509,Youngstown,Mahoning,Standard
44510,Youngstown,Mahoning,Standard
44511,Youngstown,Mahoning,Standard
44512,Youngstown,Mahoning,Standard
44513,Youngstown,Mahoning,P.O. Box
44514,Youngstown,Mahoning,Standard
44515,Youngstown,Mahoning,Standard
44555,Youngstown,Mahoning,Unique
44601,Alliance,Stark,Standard
44606,Apple Creek,Wayne,Standard
44607,Augusta,Carroll,P.O. Box
44608,Beach City,Stark,Standard
44609,Beloit,Mahoning,Standard
44610,Berlin,Holmes,P.O. Box
44611,Big Prairie,Holmes,Standard
44612,Bolivar,Tuscarawas,Standard
44613,Brewster,Stark,Standard
44614,Canal Fulton,Stark,Standard
44615,Carrollton,Carroll,Standard
44617,Charm,Holmes,P.O. Box
44618,Dalton,Wayne,Standard
44619,Damascus,Mahoning,P.O. Box
44620,Dellroy,Carroll,Standard
44621,Dennison,Tuscarawas,Standard
44622,Dover,Tuscarawas,Standard
44624,Dundee,Tuscarawas,Standard
44625,East Rochester,Columbiana,Standard
44626,East Sparta,Stark,Standard
44627,Fredericksburg,Wayne,Standard
44628,Glenmont,Holmes,Standard
44629,Gnadenhutten,Tuscarawas,Standard
44630,Greentown,Stark,P.O. Box
44632,Hartville,Stark,Standard
44633,Holmesville,Holmes,Standard
44634,Homeworth,Columbiana,Standard
44636,Kidron,Wayne,P.O. Box
44637,Killbuck,Holmes,Standard
44638,Lakeville,Holmes,Standard
44639,Leesville,Carroll,P.O. Box
44640,Limaville,Stark,P.O. Box
44641,Louisville,Stark,Standard
44643,Magnolia,Stark,Standard
44644,Malvern,Carroll,Standard
44645,Marshallville,Wayne,Standard
44646,Massillon,Stark,Standard
44647,Massillon,Stark,Standard
44648,Massillon,Stark,P.O. Box
44650,Maximo,Stark,P.O. Box
44651,Mechanicstown,Carroll,Standard
44652,Middlebranch,Stark,P.O. Box
44653,Midvale,Tuscarawas,P.O. Box
44654,Millersburg,Holmes,Standard
44656,Mineral City,Tuscarawas,Standard
44657,Minerva,Stark,Standard
44659,Mount Eaton,Wayne,P.O. Box
44660,Mount Hope,Holmes,P.O. Box
44661,Nashville,Holmes,P.O. Box
44662,Navarre,Stark,Standard
44663,New Philadelphia,Tuscarawas,Standard
44665,North Georgetown,Columbiana,P.O. Box
44666,North Lawrence,Stark,Standard
44667,Orrville,Wayne,Standard
44669,Paris,Stark,Standard
44670,Robertsville,Stark,P.O. Box
44671,Sandyville,Tuscarawas,P.O. Box
44672,Sebring,Mahoning,Standard
44675,Sherrodsville,Carroll,Standard
44676,Shreve,Wayne,Standard
44677,Smithville,Wayne,Standard
44678,Somerdale,Tuscarawas,P.O. Box
44679,Stillwater,Tuscarawas,P.O. Box
44680,Strasburg,Tuscarawas,Standard
44681,Sugarcreek,Tuscarawas,Standard
44682,Tuscarawas,Tuscarawas,P.O. Box
44683,Uhrichsville,Tuscarawas,Standard
44685,Uniontown,Stark,Standard
44687,Walnut Creek,Holmes,P.O. Box
44688,Waynesburg,Stark,Standard
44689,Wilmot,Stark,Standard
44690,Winesburg,Holmes,P.O. Box
44691,Wooster,Wayne,Standard
44693,Deersville,Harrison,P.O. Box
44695,Bowerston,Harrison,Standard
44697,Zoar,Tuscarawas,P.O. Box
44699,Tippecanoe,Harrison,Standard
44701,Canton,Stark,P.O. Box
44702,Canton,Stark,Standard
44703,Canton,Stark,Standard
44704,Canton,Stark,Standard
44705,Canton,Stark,Standard
44706,Canton,Stark,Standard
44707,Canton,Stark,Standard
44708,Canton,Stark,Standard
44709,Canton,Stark,Standard
44710,Canton,Stark,Standard
44711,Canton,Stark,P.O. Box
44714,Canton,Stark,Standard
44718,Canton,Stark,Standard
44720,North Canton,Stark,Standard
44721,Canton,Stark,Standard
44730,East Canton,Stark,Standard
44735,Canton,Stark,P.O. Box
44750,Canton,Stark,Unique
44767,Canton,Stark,Unique
44799,Canton,Stark,Unique
44802,Alvada,Seneca,Standard
44804,Arcadia,Hancock,Standard
44805,Ashland,Ashland,Standard
44807,Attica,Seneca,Standard
44809,Bascom,Seneca,P.O. Box
44811,Bellevue,Huron,Standard
44813,Bellville,Richland,Standard
44814,Berlin Heights,Erie,Standard
44815,Bettsville,Seneca,P.O. Box
44816,Birmingham,Erie,P.O. Box
44817,Bloomdale,Wood,Standard
44818,Bloomville,Seneca,Standard
44820,Bucyrus,Crawford,Standard
44822,Butler,Richland,Standard
44824,Castalia,Erie,Standard
44825,Chatfield,Crawford,P.O. Box
44826,Collins,Huron,Standard
44827,Crestline,Crawford,Standard
44828,Flat Rock,Seneca,P.O. Box
44830,Fostoria,Seneca,Standard
44833,Galion,Crawford,Standard
44836,Green Springs,Seneca,Standard
44837,Greenwich,Huron,Standard
44838,Hayesville,Ashland,P.O. Box
44839,Huron,Erie,Standard
44840,Jeromesville,Ashland,Standard
44841,Kansas,Seneca,Standard
44842,Loudonville,Ashland,Standard
44843,Lucas,Richland,Standard
44844,Mc Cutchenville,Wyandot,Standard
44845,Melmore,Seneca,P.O. Box
44846,Milan,Erie,Standard
44847,Monroeville,Huron,Standard
44848,Nankin,Ashland,P.O. Box
44849,Nevada,Wyandot,Standard
44850,New Haven,Huron,P.O. Box
44851,New London,Huron,Standard
44853,New Riegel,Seneca,Standard
44854,New Washington,Crawford,Standard
44855,North Fairfield,Huron,Standard
44856,North Robinson,Crawford,P.O. Box
44857,Norwalk,Huron,Standard
44859,Nova,Ashland,Standard
44860,Oceola,Crawford,P.O. Box
44861,Old Fort,Seneca,P.O. Box
44862,Ontario,Richland,P.O. Box
44864,Perrysville,Ashland,Standard
44865,Plymouth,Huron,Standard
44866,Polk,Ashland,Standard
44867,Republic,Seneca,Standard
44870,Sandusky,Erie,Standard
44871,Sandusky,Erie,P.O. Box
44874,Savannah,Ashland,P.O. Box
44875,Shelby,Richland,Standard
44878,Shiloh,Richland,Standard
44880,Sullivan,Ashland,Standard
44881,Sulphur Springs,Crawford,P.O. Box
44882,Sycamore,Wyandot,Standard
44883,Tiffin,Seneca,Standard
44887,Tiro,Crawford,Standard
44888,Willard,Huron,Unique
44889,Wakeman,Huron,Standard
44890,Willard,Huron,Standard
44901,Mansfield,Richland,P.O. Box
44902,Mansfield,Richland,Standard
44903,Mansfield,Richland,Standard
44904,Mansfield,Richland,Standard
44905,Mansfield,Richland,Standard
44906,Mansfield,Richland,Standard
44907,Mansfield,Richland,Standard
45001,Addyston,Hamilton,P.O. Box
45002,Cleves,Hamilton,Standard
45003,College Corner,Butler,Standard
45004,Collinsville,Butler,P.O. Box
45005,Franklin,Warren,Standard
45011,Hamilton,Butler,Standard
45012,Hamilton,Butler,P.O. Box
45013,Hamilton,Butler,Standard
45014,Fairfield,Butler,Standard
45015,Hamilton,Butler,Standard
45018,Fairfield,Butler,P.O. Box
45030,Harrison,Hamilton,Standard
45032,Harveysburg,Warren,P.O. Box
45033,Hooven,Hamilton,P.O. Box
45034,Kings Mills,Warren,Standard
45036,Lebanon,Warren,Standard
45039,Maineville,Warren,Standard
45040,Mason,Warren,Standard
45041,Miamitown,Hamilton,P.O. Box
45042,Middletown,Butler,Standard
45044,Middletown,Butler,Standard
45050,Monroe,Butler,Standard
45051,Mount Saint Joseph,Hamilton,Standard
45052,North Bend,Hamilton,Standard
45053,Okeana,Butler,Standard
45054,Oregonia,Warren,Standard
45055,Overpeck,Butler,P.O. Box
45056,Oxford,Butler,Standard
45061,Ross,Butler,P.O. Box
45062,Seven Mile,Butler,P.O. Box
45063,Shandon,Butler,P.O. Box
45064,Somerville,Butler,Standard
45065,South Lebanon,Warren,Standard
45066,Springboro,Warren,Standard
45067,Trenton,Butler,Standard
45068,Waynesville,Warren,Standard
45069,West Chester,Butler,Standard
45070,West Elkton,Preble,P.O. Box
45071,West Chester,Butler,P.O. Box
45101,Aberdeen,Brown,Standard
45102,Amelia,Clermont,Standard
45103,Batavia,Clermont,Standard
45105,Bentonville,Adams,P.O. Box
45106,Bethel,Clermont,Standard
45107,Blanchester,Clinton,Standard
45111,Camp Dennison,Hamilton,Standard
45112,Chilo,Clermont,P.O. Box
45113,Clarksville,Clinton,Standard
45114,Cuba,Clinton,P.O. Box
45115,Decatur,Brown,P.O. Box
45118,Fayetteville,Brown,Standard
45119,Feesburg,Brown,P.O. Box
45120,Felicity,Clermont,Standard
45121,Georgetown,Brown,Standard
45122,Goshen,Clermont,Standard
45123,Greenfield,Highland,Standard
45130,Hamersville,Brown,Standard
45131,Higginsport,Brown,P.O. Box
45132,Highland,Highland,P.O. Box
45133,Hillsboro,Highland,Standard
45135,Leesburg,Highland,Standard
45140,Loveland,Clermont,Standard
45142,Lynchburg,Highland,Standard
45144,Manchester,Adams,Standard
45146,Martinsville,Clinton,Standard
45147,Miamiville,Clermont,P.O. Box
45148,Midland,Clinton,Standard
45150,Milford,Clermont,Standard
45152,Morrow,Warren,Standard
45153,Moscow,Clermont,Standard
45154,Mount Orab,Brown,Standard
45155,Mowrystown,Highland,P.O. Box
45156,Neville,Clermont,P.O. Box
45157,New Richmond,Clermont,Standard
45158,Newtonsville,Clermont,P.O. Box
45159,New Vienna,Clinton,Standard
45160,Owensville,Clermont,Standard
45162,Pleasant Plain,Warren,Standard
45164,Port William,Clinton,P.O. Box
45166,Reesville,Clinton,P.O. Box
45167,Ripley,Brown,Standard
45168,Russellville,Brown,Standard
45169,Sabina,Clinton,Standard
45171,Sardinia,Brown,Standard
45172,Sinking Spring,Highland,P.O. Box
45174,Terrace Park,Hamilton,Standard
45176,Williamsburg,Clermont,Standard
45177,Wilmington,Clinton,Standard
45201,Cincinnati,Hamilton,P.O. Box
45202,Cincinnati,Hamilton,Standard
45203,Cincinnati,Hamilton,Standard
45204,Cincinnati,Hamilton,Standard
45205,Cincinnati,Hamilton,Standard
45206,Cincinnati,Hamilton,Standard
45207,Cincinnati,Hamilton,Standard
45208,Cincinnati,Hamilton,Standard
45209,Cincinnati,Hamilton,Standard
45211,Cincinnati,Hamilton,Standard
45212,Cincinnati,Hamilton,Standard
45213,Cincinnati,Hamilton,Standard
45214,Cincinnati,Hamilton,Standard
45215,Cincinnati,Hamilton,Standard
45216,Cincinnati,Hamilton,Standard
45217,Cincinnati,Hamilton,Standard
45218,Cincinnati,Hamilton,Standard
45219,Cincinnati,Hamilton,Standard
45220,Cincinnati,Hamilton,Standard
45221,Cincinnati,Hamilton,Unique
45222,Cincinnati,Hamilton,P.O. Box
45223,Cincinnati,Hamilton,Standard
45224,Cincinnati,Hamilton,Standard
45225,Cincinnati,Hamilton,Standard
45226,Cincinnati,Hamilton,Standard
45227,Cincinnati,Hamilton,Standard
45229,Cincinnati,Hamilton,Standard
45230,Cincinnati,Hamilton,Standard
45231,Cincinnati,Hamilton,Standard
45232,Cincinnati,Hamilton,Standard
45233,Cincinnati,Hamilton,Standard
45234,Cincinnati,Hamilton,Standard
45235,Cincinnati,Hamilton,Standard
45236,Cincinnati,Hamilton,Standard
45237,Cincinnati,Hamilton,Standard
45238,Cincinnati,Hamilton,Standard
45239,Cincinnati,Hamilton,Standard
45240,Cincinnati,Hamilton,Standard
45241,Cincinnati,Hamilton,Standard
45242,Cincinnati,Hamilton,Standard
45243,Cincinnati,Hamilton,Standard
45244,Cincinnati,Hamilton,Standard
45245,Cincinnati,Clermont,Standard
45246,Cincinnati,Hamilton,Standard
45247,Cincinnati,Hamilton,Standard
45248,Cincinnati,Hamilton,Standard
45249,Cincinnati,Hamilton,Standard
45250,Cincinnati,Hamilton,P.O. Box
45251,Cincinnati,Hamilton,Standard
45252,Cincinnati,Hamilton,Standard
45253,Cincinnati,Hamilton,P.O. Box
45254,Cincinnati,Hamilton,P.O. Box
45255,Cincinnati,Hamilton,Standard
45258,Cincinnati,Hamilton,P.O. Box
45262,Cincinnati,Hamilton,P.O. Box
45263,Cincinnati,Hamilton,Unique
45264,Cincinnati,Hamilton,Unique
45267,Cincinnati,Hamilton,Unique
45268,Cincinnati,Hamilton,Unique
45269,Cincinnati,Hamilton,Unique
45270,Cincinnati,Hamilton,Unique
45271,Cincinnati,Hamilton,Unique
45273,Cincinnati,Hamilton,Unique
45274,Cincinnati,Hamilton,Unique
45275,Cincinnati,Hamilton,P.O. Box
45277,Cincinnati,Hamilton,Unique
45280,Cincinnati,Hamilton,P.O. Box
45296,Cincinnati,Hamilton,Unique
45298,Cincinnati,Hamilton,Unique
45299,Cincinnati,Hamilton,Unique
45301,Alpha,Greene,P.O. Box
45302,Anna,Shelby,Standard
45303,Ansonia,Darke,Standard
45304,Arcanum,Darke,Standard
45305,Bellbrook,Greene,Standard
45306,Botkins,Shelby,Standard
45307,Bowersville,Greene,P.O. Box
45308,Bradford,Miami,Standard
45309,Brookville,Montgomery,Standard
45310,Burkettsville,Mercer,P.O. Box
45311,Camden,Preble,Standard
45312,Casstown,Miami,Standard
45314,Cedarville,Greene,Standard
45315,Clayton,Montgomery,Standard
45316,Clifton,Greene,P.O. Box
45317,Conover,Miami,Standard
45318,Covington,Miami,Standard
45319,Donnelsville,Clark,P.O. Box
45320,Eaton,Preble,Standard
45321,Eldorado,Preble,Standard
45322,Englewood,Montgomery,Standard
45323,Enon,Clark,Standard
45324,Fairborn,Greene,Standard
45325,Farmersville,Montgomery,Standard
45326,Fletcher,Miami,Standard
45327,Germantown,Montgomery,Standard
45328,Gettysburg,Darke,P.O. Box
45330,Gratis,Preble,P.O. Box
45331,Greenville,Darke,Standard
45332,Hollansburg,Darke,Standard
45333,Houston,Shelby,Standard
45334,Jackson Center,Shelby,Standard
45335,Jamestown,Greene,Standard
45336,Kettlersville,Shelby,P.O. Box
45337,Laura,Miami,Standard
45338,Lewisburg,Preble,Standard
45339,Ludlow Falls,Miami,Standard
45340,Maplewood,Shelby,Standard
45341,Medway,Clark,Standard
45342,Miamisburg,Montgomery,Standard
45343,Miamisburg,Montgomery,P.O. Box
45344,New Carlisle,Clark,Standard
45345,New Lebanon,Montgomery,Standard
45346,New Madison,Darke,Standard
45347,New Paris,Preble,Standard
45348,New Weston,Darke,Standard
45349,North Hampton,Clark,P.O. Box
45350,North Star,Darke,P.O. Box
45351,Osgood,Darke,P.O. Box
45352,Palestine,Darke,P.O. Box
45353,Pemberton,Shelby,P.O. Box
45354,Phillipsburg,Montgomery,P.O. Box
45356,Piqua,Miami,Standard
45358,Pitsburg,Darke,P.O. Box
45359,Pleasant Hill,Miami,Standard
45360,Port Jefferson,Shelby,P.O. Box
45361,Potsdam,Miami,P.O. Box
45362,Rossburg,Darke,Standard
45363,Russia,Shelby,Standard
45365,Sidney,Shelby,Standard
45367,Sidney,Shelby,Unique
45368,South Charleston,Clark,Standard
45369,South Vienna,Clark,Standard
45370,Spring Valley,Greene,Standard
45371,Tipp City,Miami,Standard
45372,Tremont City,Clark,P.O. Box
45373,Troy,Miami,Standard
45374,Troy,Miami,Unique
45377,Vandalia,Montgomery,Standard
45378,Verona,Preble,P.O. Box
45380,Versailles,Darke,Standard
45381,West Alexandria,Preble,Standard
45382,West Manchester,Preble,Standard
45383,West Milton,Miami,Standard
45384,Wilberforce,Greene,P.O. Box
45385,Xenia,Greene,Standard
45387,Yellow Springs,Greene,Standard
45388,Yorkshire,Darke,Standard
45389,Christiansburg,Champaign,P.O. Box
45390,Union City,Darke,Standard
45401,Dayton,Montgomery,P.O. Box
45402,Dayton,Montgomery,Standard
45403,Dayton,Montgomery,Standard
45404,Dayton,Montgomery,Standard
45405,Dayton,Montgomery,Standard
45406,Dayton,Montgomery,Standard
45409,Dayton,Montgomery,Standard
45410,Dayton,Montgomery,Standard
45412,Dayton,Montgomery,Unique
45413,Dayton,Montgomery,P.O. Box
45414,Dayton,Montgomery,Standard
45415,Dayton,Montgomery,Standard
45416,Dayton,Montgomery,Standard
45417,Dayton,Montgomery,Standard
45419,Dayton,Montgomery,Standard
45420,Dayton,Montgomery,Standard
45422,Dayton,Montgomery,Unique
45423,Dayton,Montgomery,Standard
45424,Dayton,Montgomery,Standard
45426,Dayton,Montgomery,Standard
45428,Dayton,Montgomery,P.O. Box
45429,Dayton,Montgomery,Standard
45430,Dayton,Montgomery,Standard
45431,Dayton,Greene,Standard
45432,Dayton,Greene,Standard
45433,Dayton,Greene,Standard
45434,Dayton,Greene,Standard
45435,Dayton,Greene,Unique
45437,Dayton,Montgomery,P.O. Box
45439,Dayton,Montgomery,Standard
45440,Dayton,Montgomery,Standard
45441,Dayton,Montgomery,P.O. Box
45448,Dayton,Montgomery,Unique
45449,Dayton,Montgomery,Standard
45458,Dayton,Montgomery,Standard
45459,Dayton,Montgomery,Standard
45469,Dayton,Montgomery,Unique
45470,Dayton,Montgomery,Unique
45475,Dayton,Montgomery,P.O. Box
45479,Dayton,Montgomery,Standard
45481,Dayton,Montgomery,Unique
45482,Dayton,Montgomery,Unique
45490,Dayton,Montgomery,P.O. Box
45501,Springfield,Clark,P.O. Box
45502,Springfield,Clark,Standard
45503,Springfield,Clark,Standard
45504,Springfield,Clark,Standard
45505,Springfield,Clark,Standard
45506,Springfield,Clark,Standard
45601,Chillicothe,Ross,Standard
45612,Bainbridge,Ross,Standard
45613,Beaver,Pike,Standard
45614,Bidwell,Gallia,Standard
45616,Blue Creek,Adams,Standard
45617,Bourneville,Ross,P.O. Box
45618,Cherry Fork,Adams,P.O. Box
45619,Chesapeake,Lawrence,Standard
45620,Cheshire,Gallia,Standard
45621,Coalton,Jackson,P.O. Box
45622,Creola,Vinton,Standard
45623,Crown City,Gallia,Standard
45624,Cynthiana,Pike,P.O. Box
45628,Frankfort,Ross,Standard
45629,Franklin Furnace,Scioto,Standard
45630,Friendship,Scioto,P.O. Box
45631,Gallipolis,Gallia,Standard
45633,Hallsville,Ross,P.O. Box
45634,Hamden,Vinton,Standard
45636,Haverhill,Scioto,P.O. Box
45638,Ironton,Lawrence,Standard
45640,Jackson,Jackson,Standard
45642,Jasper,Pike,P.O. Box
45643,Kerr,Gallia,P.O. Box
45644,Kingston,Ross,Standard
45645,Kitts Hill,Lawrence,Standard
45646,Latham,Pike,Standard
45647,Londonderry,Ross,Standard
45648,Lucasville,Scioto,Standard
45650,Lynx,Adams,Standard
45651,Mc Arthur,Vinton,Standard
45652,Mc Dermott,Scioto,Standard
45653,Minford,Scioto,Standard
45654,New Plymouth,Vinton,Standard
45656,Oak Hill,Jackson,Standard
45657,Otway,Scioto,Standard
45658,Patriot,Gallia,Standard
45659,Pedro,Lawrence,Standard
45660,Peebles,Adams,Standard
45661,Piketon,Pike,Standard
45662,Portsmouth,Scioto,Standard
45663,West Portsmouth,Scioto,Standard
45669,Proctorville,Lawrence,Standard
45671,Rarden,Scioto,Standard
45672,Ray,Vinton,Standard
45673,Richmond Dale,Ross,Standard
45674,Rio Grande,Gallia,P.O. Box
45675,Rock Camp,Lawrence,P.O. Box
45677,Scioto Furnace,Scioto,P.O. Box
45678,Scottown,Lawrence,Standard
45679,Seaman,Adams,Standard
45680,South Point,Lawrence,Standard
45681,South Salem,Ross,Standard
45682,South Webster,Scioto,Standard
45683,Stockdale,Pike,P.O. Box
45684,Stout,Adams,Standard
45685,Thurman,Gallia,Standard
45686,Vinton,Gallia,Standard
45687,Wakefield,Pike,P.O. Box
45688,Waterloo,Lawrence,Standard
45690,Waverly,Pike,Standard
45692,Wellston,Jackson,Standard
45693,West Union,Adams,Standard
45694,Wheelersburg,Scioto,Standard
45695,Wilkesville,Vinton,Standard
45696,Willow Wood,Lawrence,Standard
45697,Winchester,Adams,Standard
45698,Zaleski,Vinton,P.O. Box
45699,Lucasville,Scioto,Unique
45701,Athens,Athens,Standard
45710,Albany,Athens,Standard
45711,Amesville,Athens,Standard
45712,Barlow,Washington,P.O. Box
45713,Bartlett,Washington,P.O. Box
45714,Belpre,Washington,Standard
45715,Beverly,Washington,Standard
45716,Buchtel,Athens,P.O. Box
45717,Carbondale,Athens,P.O. Box
45719,Chauncey,Athens,P.O. Box
45720,Chester,Meigs,P.O. Box
45721,Coal Run,Washington,Standard
45723,Coolville,Athens,Standard
45724,Cutler,Washington,Standard
45727,Dexter City,Noble,Standard
45729,Fleming,Washington,Standard
45732,Glouster,Athens,Standard
45734,Graysville,Monroe,Standard
45735,Guysville,Athens,Standard
45739,Hockingport,Athens,P.O. Box
45740,Jacksonville,Athens,P.O. Box
45741,Langsville,Meigs,Standard
45742,Little Hocking,Washington,Standard
45743,Long Bottom,Meigs,Standard
45744,Lowell,Washington,Standard
45745,Lower Salem,Washington,Standard
45746,Macksburg,Washington,Standard
45750,Marietta,Washington,Standard
45760,Middleport,Meigs,Standard
45761,Millfield,Athens,Standard
45764,Nelsonville,Athens,Standard
45766,New Marshfield,Athens,Standard
45767,New Matamoras,Washington,Standard
45768,Newport,Washington,Standard
45769,Pomeroy,Meigs,Standard
45770,Portland,Meigs,Standard
45771,Racine,Meigs,Standard
45772,Reedsville,Meigs,Standard
45773,Reno,Washington,Standard
45775,Rutland,Meigs,Standard
45776,Shade,Athens,Standard
45777,Sharpsburg,Athens,P.O. Box
45778,Stewart,Athens,Standard
45779,Syracuse,Meigs,P.O. Box
45780,The Plains,Athens,Standard
45782,Trimble,Athens,P.O. Box
45783,Tuppers Plains,Meigs,P.O. Box
45784,Vincent,Washington,Standard
45786,Waterford,Washington,Standard
45787,Watertown,Washington,P.O. Box
45788,Whipple,Washington,Standard
45789,Wingett Run,Washington,Standard
45801,Lima,Allen,Standard
45802,Lima,Allen,P.O. Box
45804,Lima,Allen,Standard
45805,Lima,Allen,Standard
45806,Lima,Allen,Standard
45807,Lima,Allen,Standard
45808,Beaverdam,Allen,Standard
45809,Gomer,Allen,Standard
45810,Ada,Hardin,Standard
45812,Alger,Hardin,Standard
45813,Antwerp,Paulding,Standard
45814,Arlington,Hancock,Standard
45815,Belmore,Putnam,P.O. Box
45816,Benton Ridge,Hancock,P.O. Box
45817,Bluffton,Allen,Standard
45819,Buckland,Auglaize,Standard
45820,Cairo,Allen,P.O. Box
45821,Cecil,Paulding,Standard
45822,Celina,Mercer,Standard
45826,Chickasaw,Mercer,P.O. Box
45827,Cloverdale,Putnam,Standard
45828,Coldwater,Mercer,Standard
45830,Columbus Grove,Putnam,Standard
45831,Continental,Putnam,Standard
45832,Convoy,Van Wert,Standard
45833,Delphos,Allen,Standard
45835,Dola,Hardin,Standard
45836,Dunkirk,Hardin,Standard
45837,Dupont,Putnam,P.O. Box
45838,Elgin,Van Wert,P.O. Box
45839,Findlay,Hancock,P.O. Box
45840,Findlay,Hancock,Standard
45841,Jenera,Hancock,Standard
45843,Forest,Hardin,Standard
45844,Fort Jennings,Putnam,Standard
45845,Fort Loramie,Shelby,Standard
45846,Fort Recovery,Mercer,Standard
45848,Glandorf,Putnam,P.O. Box
45849,Grover Hill,Paulding,Standard
45850,Harrod,Allen,Standard
45851,Haviland,Paulding,Standard
45853,Kalida,Putnam,P.O. Box
45854,Lafayette,Allen,P.O. Box
45855,Latty,Paulding,P.O. Box
45856,Leipsic,Putnam,Standard
45858,Mc Comb,Hancock,Standard
45859,Mc Guffey,Hardin,P.O. Box
45860,Maria Stein,Mercer,Standard
45861,Melrose,Paulding,P.O. Box
45862,Mendon,Mercer,Standard
45863,Middle Point,Van Wert,Standard
45864,Miller City,Putnam,P.O. Box
45865,Minster,Auglaize,Standard
45866,Montezuma,Mercer,P.O. Box
45867,Mount Blanchard,Hancock,Standard
45868,Mount Cory,Hancock,Standard
45869,New Bremen,Auglaize,Standard
45870,New Hampshire,Auglaize,P.O. Box
45871,New Knoxville,Auglaize,Standard
45872,North Baltimore,Wood,Standard
45873,Oakwood,Paulding,Standard
45874,Ohio City,Van Wert,Standard
45875,Ottawa,Putnam,Standard
45876,Ottoville,Putnam,P.O. Box
45877,Pandora,Putnam,Standard
45879,Paulding,Paulding,Standard
45880,Payne,Paulding,Standard
45881,Rawson,Hancock,Standard
45882,Rockford,Mercer,Standard
45883,Saint Henry,Mercer,Standard
45884,Saint Johns,Auglaize,P.O. Box
45885,Saint Marys,Auglaize,Standard
45886,Scott,Van Wert,Standard
45887,Spencerville,Allen,Standard
45888,Uniopolis,Auglaize,P.O. Box
45889,Van Buren,Hancock,Standard
45890,Vanlue,Hancock,Standard
45891,Van Wert,Van Wert,Standard
45893,Vaughnsville,Putnam,P.O. Box
45894,Venedocia,Van Wert,Standard
45895,Wapakoneta,Auglaize,Standard
45896,Waynesfield,Auglaize,Standard
45897,Williamstown,Hancock,Standard
45898,Willshire,Van Wert,Standard
45899,Wren,Van Wert,P.O. Box
45999,Cincinnati,Hamilton,Unique
